Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,calib_Dixon
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.2,1200,10,A,1000,50,A,2.93,0.06,A,545,80,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.66,,NR,0.34,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.3,1200,10,A,1000,50,A,2.62,0.15,A,567,80,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.62,,NR,0.38,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.4,1200,10,A,1000,50,A,2.27,0.06,A,772,98,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.55,,NR,0.45,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.5,1200,10,A,1000,50,A,1.46,0.13,A,727,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.28,,NR,0.72,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-2.1,1200,10,A,2000,50,A,5.28,0.06,A,0,,NR,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.2,1200,10,A,2000,50,A,4.91,0.1,A,604,92,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.78,,NR,0.22,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.3,1200,10,A,2000,50,A,3.22,0.08,A,1106,100,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.5,,NR,0.5,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.4,1200,10,A,2000,50,A,3.78,0.09,A,1003,90,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.6,,NR,0.4,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.5,1200,10,A,2000,50,A,1.87,0.07,A,1305,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.2,,NR,0.8,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.6,1200,10,A,2000,50,A,4.08,0.05,A,809,78,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.66,,NR,0.34,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.1,1200,10,A,3000,50,A,6.63,0.17,A,505,92,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.93,,NR,0.07,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.2,1200,10,A,3000,50,A,5.69,0.19,A,1309,85,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.71,,NR,0.29,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.4,1200,10,A,3000,50,A,3.24,0.13,A,1703,98,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.4,,NR,0.6,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.5,1200,10,A,3000,50,A,3.77,0.13,A,1525,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.51,,NR,0.49,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-4.1,1200,10,A,4000,50,A,7.64,0.19,A,0,,NR,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.2,1200,10,A,4000,50,A,5.91,0.18,A,2027,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.64,,NR,0.36,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.3,1200,10,A,4000,50,A,5.07,0.06,A,2350,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.53,,NR,0.47,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.4,1200,10,A,4000,50,A,3.08,0.13,A,2612,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.29,,NR,0.71,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.5,1200,10,A,4000,50,A,2.35,0.16,A,2760,109,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.19,,NR,0.81,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-5.1,1200,10,A,5000,50,A,9.1,0.11,A,0,,NR,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.2,1200,10,A,5000,50,A,7.27,0.16,A,3012,103,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.67,,NR,0.33,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.3,1200,10,A,5000,50,A,5.91,0.14,A,3330,105,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.54,,NR,0.46,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.4,1200,10,A,5000,50,A,4.58,0.13,A,3420,109,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.44,,NR,0.56,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.5,1200,10,A,5000,50,A,2.66,0.18,A,3565,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.2,,NR,0.8,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-1.1,1100,10,A,1000,50,A,3.48,0.08,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-1.2,1100,10,A,1000,50,A,3.42,0.06,A,67,12,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.82,,NR,0.18,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-1.3,1100,10,A,1000,50,A,2.78,0.06,A,130,14,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.71,,NR,0.29,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-1.4,1100,10,A,1000,50,A,1.96,0.06,A,170,20,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.6,,NR,0.4,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-1.5,1100,10,A,1000,50,A,0.68,0.06,A,281,24,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.21,,NR,0.79,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-2.1,1100,10,A,2000,50,A,5.24,0.07,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-2.2,1100,10,A,2000,50,A,4.33,0.07,A,334,67,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.76,,NR,0.24,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-2.3,1100,10,A,2000,50,A,3.13,0.07,A,498,55,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.59,,NR,0.41,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-2.4,1100,10,A,2000,50,A,2.04,0.08,A,671,60,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.38,,NR,0.62,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-2.5,1100,10,A,2000,50,A,0.81,0.07,A,673,14,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.17,,NR,0.83,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-3.1,1100,10,A,3000,50,A,6.53,0.07,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-3.2,1100,10,A,3000,50,A,5.28,0.07,A,595,59,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.72,,NR,0.28,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-3.3,1100,10,A,3000,50,A,4.06,0.07,A,917,46,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.58,,NR,0.42,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-3.4,1100,10,A,3000,50,A,3.01,0.07,A,1100,95,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.39,,NR,0.61,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-3.5,1100,10,A,3000,50,A,0.78,0.06,A,1175,112,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.12,,NR,0.88,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-4.1,1100,10,A,4000,50,A,8.93,0.08,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-4.2,1100,10,A,4000,50,A,6.62,0.08,A,1360,104,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.66,,NR,0.34,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-4.3,1100,10,A,4000,50,A,3.6,0.1,A,1637,126,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.42,,NR,0.58,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-4.4,1100,10,A,4000,50,A,3.68,0.06,A,1685,128,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.38,,NR,0.62,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-4.5,1100,10,A,4000,50,A,0.63,0.09,A,1683,128,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.06,,NR,0.94,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-5.1,1100,10,A,5000,50,A,10.76,0.12,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-5.2,1100,10,A,5000,50,A,7.91,0.11,A,1940,102,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.67,,NR,0.33,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-5.3,1100,10,A,5000,50,A,5.67,0.09,A,2530,111,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.48,,NR,0.52,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-5.4,1100,10,A,5000,50,A,3.2,0.09,A,2613,103,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.27,,NR,0.73,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-5.5,1100,10,A,5000,50,A,0.43,0.08,A,2710,99,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.06,,NR,0.94,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N
