Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,calib_Dixon,model,P_bar model,P_bar sd model,xgH2O model,xgH2O sd model,xgCO2 model,xgCO2 sd model
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.1,1200,10,A,3000,50,A,6.63,0.17,A,505,92,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.93,,NR,0.07,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,3601.6,186.7192567,0.935079433,0.011718825,0.064920567,0.011718825
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.2,1200,10,A,3000,50,A,5.69,0.19,A,1309,85,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.71,,NR,0.29,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,3596.5,161.5103899,0.798613257,0.018790717,0.201386743,0.018790717
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.4,1200,10,A,3000,50,A,3.24,0.13,A,1703,98,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.4,,NR,0.6,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,2757.9,127.5906887,0.48392152,0.023925155,0.51607848,0.023925155
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.5,1200,10,A,3000,50,A,3.77,0.13,A,1525,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.51,,NR,0.49,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,2760.5,126.7174938,0.581211237,0.025237653,0.418788763,0.025237653
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-4.1,1200,10,A,4000,50,A,7.64,0.19,A,0,,NR,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,4025,207.843667,1,0,0,0
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.2,1200,10,A,4000,50,A,5.91,0.18,A,2027,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.64,,NR,0.36,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,4224.2,182.4644977,0.753711232,0.020192302,0.246288768,0.020192302
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.3,1200,10,A,4000,50,A,5.07,0.06,A,2350,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.53,,NR,0.47,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,4011.6,136.3575217,0.653655522,0.014695947,0.346344478,0.014695947
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.4,1200,10,A,4000,50,A,3.08,0.13,A,2612,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.29,,NR,0.71,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,3451.7,157.9800205,0.378794504,0.023014469,0.621205496,0.023014469
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.5,1200,10,A,4000,50,A,2.35,0.16,A,2760,109,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.19,,NR,0.81,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,3457.7,195.8037308,0.256200632,0.023470498,0.743799368,0.023470498
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-5.1,1200,10,A,5000,50,A,9.1,0.11,A,0,,NR,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,5454.2,145.5340566,1,0,0,0
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.2,1200,10,A,5000,50,A,7.27,0.16,A,3012,103,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.67,,NR,0.33,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,5629,200.7133742,0.798888833,0.014637187,0.201111167,0.014637187
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.3,1200,10,A,5000,50,A,5.91,0.14,A,3330,105,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.54,,NR,0.46,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,5078.8,170.0521607,0.675878612,0.017165021,0.324121388,0.017165021
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.4,1200,10,A,5000,50,A,4.58,0.13,A,3420,109,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.44,,NR,0.56,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,4554.5,172.0134773,0.53408633,0.021657154,0.46591367,0.021657154
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.5,1200,10,A,5000,50,A,2.66,0.18,A,3565,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.2,,NR,0.8,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,N,MagmaSat,4180,219.7381362,0.269040977,0.026730845,0.730959023,0.026730845
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-1.1,1100,10,A,1000,50,A,3.48,0.08,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,935.5,35.17273393,1,0,0,0
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-1.2,1100,10,A,1000,50,A,3.42,0.06,A,67,12,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.82,,NR,0.18,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,1031.9,29.15285387,0.912421521,0.014952308,0.087578479,0.014952308
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-1.3,1100,10,A,1000,50,A,2.78,0.06,A,130,14,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.71,,NR,0.29,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,880.8,35.92022587,0.789413892,0.017270702,0.210586108,0.017270702
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-1.4,1100,10,A,1000,50,A,1.96,0.06,A,170,20,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.6,,NR,0.4,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,668.9,39.48903441,0.606243757,0.033065012,0.393756243,0.033065012
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-1.5,1100,10,A,1000,50,A,0.68,0.06,A,281,24,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.21,,NR,0.79,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,572.3,47.62765939,0.118022042,0.017878866,0.881977958,0.017878866
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-2.1,1100,10,A,2000,50,A,5.24,0.07,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,1784.6,43.0977278,1,0,0,0
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-2.2,1100,10,A,2000,50,A,4.33,0.07,A,334,67,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.76,,NR,0.24,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,1874.4,114.250478,0.788832103,0.032083254,0.211167897,0.032083254
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-2.3,1100,10,A,2000,50,A,3.13,0.07,A,498,55,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.59,,NR,0.41,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,1629.8,93.10556624,0.581222583,0.026575202,0.418777417,0.026575202
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-2.4,1100,10,A,2000,50,A,2.04,0.08,A,671,60,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.38,,NR,0.62,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,1550.9,105.9930911,0.324188961,0.022849302,0.675811039,0.022849302
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-2.5,1100,10,A,2000,50,A,0.81,0.07,A,673,14,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.17,,NR,0.83,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,1323.2,34.43277743,0.077867535,0.011357817,0.922132465,0.011357817
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-3.1,1100,10,A,3000,50,A,6.53,0.07,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,2514.4,51.17448859,1,0,0,0
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-3.2,1100,10,A,3000,50,A,5.28,0.07,A,595,59,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.72,,NR,0.28,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,2715.6,100.4165063,0.769501774,0.015562457,0.230498226,0.015562457
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-3.3,1100,10,A,3000,50,A,4.06,0.07,A,917,46,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.58,,NR,0.42,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,2648.4,88.11975323,0.571566387,0.012332718,0.428433613,0.012332718
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-3.4,1100,10,A,3000,50,A,3.01,0.07,A,1100,95,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.39,,NR,0.61,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,2553.7,158.3478781,0.395085542,0.020929325,0.604914458,0.020929325
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-3.5,1100,10,A,3000,50,A,0.78,0.06,A,1175,112,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.12,,NR,0.88,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,2270,205.1557674,0.045686121,0.007261293,0.954313879,0.007261293
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-4.1,1100,10,A,4000,50,A,8.93,0.08,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,4165.6,83.36750814,1,0,0,0
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-4.2,1100,10,A,4000,50,A,6.62,0.08,A,1360,104,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.66,,NR,0.34,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,4450.9,157.0375687,0.730953981,0.013939779,0.269046019,0.013939779
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-4.3,1100,10,A,4000,50,A,3.6,0.1,A,1637,126,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.42,,NR,0.58,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,3540.8,215.2690588,0.399950784,0.018743223,0.600049216,0.018743223
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-4.4,1100,10,A,4000,50,A,3.68,0.06,A,1685,128,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.38,,NR,0.62,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,3600.9,171.7297325,0.408057975,0.017360342,0.591942025,0.017360342
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-4.5,1100,10,A,4000,50,A,0.63,0.09,A,1683,128,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.06,,NR,0.94,,CALC,T,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,3273.1,241.9604066,0.024591375,0.006703362,0.975408625,0.006703362
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TA-5.1,1100,10,A,5000,50,A,10.76,0.12,A,0,,NR,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,5658.8,128.8353424,1,0,0,0
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-5.2,1100,10,A,5000,50,A,7.91,0.11,A,1940,102,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.67,,NR,0.33,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,5853.4,138.1056542,0.754929339,0.010843569,0.245070661,0.010843569
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-5.3,1100,10,A,5000,50,A,5.67,0.09,A,2530,111,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.48,,NR,0.52,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,5522.1,141.4948691,0.537833982,0.011295737,0.462166018,0.011295737
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-5.4,1100,10,A,5000,50,A,3.2,0.09,A,2613,103,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.27,,NR,0.73,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,4903.7,159.6438903,0.270484438,0.011283466,0.729515562,0.011283466
Fanara et al. (2015) Am. Min. 100(10):2284-2297,10.2138/am-2015-5033,Trachyte,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TA-5.5,1100,10,A,5000,50,A,0.43,0.08,A,2710,99,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,ND,,,,,0.06,,NR,0.94,,CALC,F,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,N,MagmaSat,5252.4,207.7834926,0.008690604,0.003138754,0.991309396,0.003138754
Schanofski et al. (2019) CMP 174:52,10.1007/s00410-019-1581-7,Phonolite,"Vesuvius, Italy",Synthetic,FTIR,FTIR,IPHV,VES79_0.5_1,1250,15,A,500,50,A,0.09,0.07,A,280,30,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,ND,,,,,0.023,,NR,0.977,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,N,MagmaSat,442.2,53.42000533,0.004773087,0.004974784,0.995226913,0.004974784
Schanofski et al. (2019) CMP 174:52,10.1007/s00410-019-1581-7,Phonolite,"Vesuvius, Italy",Synthetic,FTIR,ND,IPHV,VES79_0.5_6,1250,15,A,500,50,A,2.07,0.07,A,0,,NR,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,ND,,,,,0.994,,NR,0.006,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,N,MagmaSat,376.7,20.20376003,1,0,0,0
Schanofski et al. (2019) CMP 174:52,10.1007/s00410-019-1581-7,Phonolite,"Vesuvius, Italy",Synthetic,FTIR,FTIR,IPHV,VES79_1_1,1250,15,A,1000,50,A,0.31,0.015,A,520,15,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,ND,,,,,0.026,,NR,0.974,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,N,MagmaSat,823.8,42.08649103,0.018448565,0.001682222,0.981551435,0.001682222
Schanofski et al. (2019) CMP 174:52,10.1007/s00410-019-1581-7,Phonolite,"Vesuvius, Italy",Synthetic,FTIR,FTIR,IPHV,VES79_1_2,1250,15,A,1000,50,A,0.97,0.035,A,450,15,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,ND,,,,,0.204,,NR,0.796,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,N,MagmaSat,774.8,38.20413009,0.158535878,0.009653429,0.841464122,0.009653429
