Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,model option,P_bar model,P_bar sd model,xgH2O model,xgH2O sd model,xgCO2 model,xgCO2 sd model
Allison et al. (2019),10.1007/s00410-019-1592-4,Basaltic andesite,San Francisco Volcanic Field,Natural,FTIR,FTIR,PC,SU-1,1200,10,A,4255,100,A,2.39,0.02,A,3049,60,A,52.63,0.19,A,17.17,0.07,A,3.3,0.02,A,6.34,0.03,A,9.44,0.03,A,1.16,0.01,A,7.55,0.13,A,0.19,0.02,A,1.41,0.01,A,0.79,0.03,A,,,,,,,,0.115,0.05,A,0.885,0.05,CALC,F,99.98,52.64052811,4.710942188,cross,#de8f05,N,N,N,N,IaconoMarziano,4015.006589,56.23683639,0.208204568,0.003588609,0.791795432,0.003588609
Allison et al. (2019),10.1007/s00410-019-1592-4,Basaltic andesite,San Francisco Volcanic Field,Natural,FTIR,FTIR,PC,SU-6,1200,10,A,6123,100,A,4.77,0.02,A,4963,56,A,53.12,0.18,A,16.59,0.07,A,3.21,0.08,A,6.75,0.05,A,9.3,0.04,A,1.14,0.03,A,7.68,0.05,A,0.18,0.02,A,1.32,0.02,A,0.7,0.02,A,,,,,,,,0.213,0.05,A,0.787,0.05,CALC,T,99.99,53.12531253,4.530453045,cross,#de8f05,N,N,N,N,IaconoMarziano,5791.813662,61.84930457,0.412759788,0.003716684,0.587240212,0.003716684
Allison et al. (2019),10.1007/s00410-019-1592-4,Basaltic andesite,San Francisco Volcanic Field,Natural,FTIR,FTIR,PC,SU-2,1200,10,A,6141,100,A,3.9,0.03,A,5520,106,A,52.82,0.13,A,17.29,0.06,A,3.36,0.05,A,6.2,0.09,A,9.26,0.04,A,1.19,0.01,A,7.44,0.03,A,0.17,0.01,A,1.42,0,A,0.82,0.04,A,,,,,,,,0.148,0.05,A,0.852,0.05,CALC,F,99.97,52.83585076,4.78143443,cross,#de8f05,N,N,N,N,IaconoMarziano,5941.639566,72.9507682,0.32244345,0.004412087,0.67755655,0.004412087
Allison et al. (2019),10.1007/s00410-019-1592-4,Basalt,Sunset Crater,Natural,FTIR,FTIR,PC,Z-32,1200,10,A,4071,100,A,2.61,0.01,A,3176,56,A,48.21,0.07,A,16.44,0.04,A,3.46,0.05,A,8.58,0.06,A,10.06,0.02,A,1.86,0.01,A,9.92,0.04,A,0.18,0.02,A,0.82,0.01,A,0.47,0.03,A,,,,,,,,0.185,0.05,A,0.815,0.05,CALC,F,100,48.21,4.28,star-square,#0173b2,N,N,N,N,IaconoMarziano,3354.757046,48.24519325,0.204814938,0.00278088,0.795185062,0.00278088
Allison et al. (2019),10.1007/s00410-019-1592-4,Basalt,Sunset Crater,Natural,FTIR,FTIR,PC,SB-3,1200,10,A,5180,100,A,3.32,0.01,A,4535,63,A,48.2,0.25,A,16.56,0.13,A,3.47,0.14,A,8.56,0.06,A,10.08,0.03,A,1.87,0.03,A,9.77,0.08,A,0.19,0.02,A,0.82,0.01,A,0.49,0.03,A,,,,,,,,0.145,0.05,A,0.855,0.05,CALC,F,100.01,48.19518048,4.289571043,star-square,#0173b2,N,N,N,N,IaconoMarziano,4225.880225,92.14556448,0.24490125,0.003749914,0.75509875,0.003749914
Allison et al. (2019),10.1007/s00410-019-1592-4,Basalt,Sunset Crater,Natural,FTIR,FTIR,PC,SB-4,1200,10,A,6098,100,A,4.12,0.01,A,6086,67,A,48.13,0.21,A,16.62,0.07,A,3.47,0.07,A,8.75,0.06,A,10.09,0.05,A,1.84,0.03,A,9.61,0.11,A,0.17,0.03,A,0.81,0.01,A,0.49,0.03,A,,,,,,,,0.204,0.05,A,0.796,0.05,CALC,T,99.98,48.13962793,4.280856171,star-square,#0173b2,N,N,N,N,IaconoMarziano,4985.15168,65.45485037,0.290359331,0.002654659,0.709640669,0.002654659
Allison et al. (2019),10.1007/s00410-019-1592-4,Phonotephrite,Vesuvius,Synthetic,FTIR,FTIR,PC,VS-1,1200,10,A,4127,100,A,3.43,0.02,A,4963,53,A,49.2,0.1,A,15.5,0.06,A,1.94,0.07,A,6.79,0.06,A,11.77,0.1,A,0.98,0.02,A,7.01,0.06,A,0.22,0.02,A,5.93,0.07,A,0.64,0.03,A,,,,,,,,0.229,0.05,A,0.771,0.05,CALC,T,99.98,49.20984197,7.871574315,x,#fbafe4,N,N,N,N,IaconoMarziano,3608.162818,63.60998749,0.298580503,0.004255192,0.701419497,0.004255192
Allison et al. (2019),10.1007/s00410-019-1592-4,Phonotephrite,Vesuvius,Synthetic,FTIR,FTIR,PC,VS-3,1200,10,A,5198,100,A,2.74,0.03,A,6845,21,A,49.26,0.07,A,15.37,0.04,A,1.9,0.03,A,6.89,0.02,A,11.89,0.04,A,0.99,0.01,A,6.81,0.04,A,0.24,0.02,A,6.01,0.03,A,0.65,0.03,A,,,,,,,,0.116,0.05,A,0.884,0.05,CALC,F,100.01,49.25507449,7.909209079,x,#fbafe4,N,N,N,N,IaconoMarziano,4260.051489,35.17443285,0.180807613,0.003299432,0.819192387,0.003299432
Allison et al. (2019),10.1007/s00410-019-1592-4,Phonotephrite,Vesuvius,Synthetic,FTIR,FTIR,PC,Z-33,1200,10,A,6077,100,A,3.95,0.01,A,8501,93,A,49.11,0.14,A,15.38,0.06,A,1.89,0.08,A,6.79,0.01,A,11.86,0.05,A,0.99,0.01,A,7.09,0.03,A,0.22,0.02,A,6.01,0.05,A,0.67,0.03,A,,,,,,,,0.125,0.05,A,0.875,0.05,CALC,F,100.01,49.10508949,7.899210079,x,#fbafe4,N,N,N,N,IaconoMarziano,4876.795558,412.3063908,0.281680071,0.049557121,0.718319929,0.049557121
Allison et al. (2019),10.1007/s00410-019-1592-4,Phonotephrite,Vesuvius,Synthetic,FTIR,FTIR,PC,VS-2,1200,10,A,6221,100,A,4.62,0.03,A,9542,40,A,49.37,0.17,A,15.38,0.11,A,1.94,0.02,A,6.75,0.08,A,11.7,0.02,A,0.98,0.02,A,7.12,0.11,A,0.21,0.01,A,5.89,0.02,A,0.65,0.02,A,,,,,,,,0.023,0.05,A,0.977,0.05,CALC,F,99.99,49.37493749,7.830783078,x,#fbafe4,N,N,N,N,IaconoMarziano,5406.693831,48.08952694,0.322364602,0.003166227,0.677635398,0.003166227
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IPHPV,TB-1.1,1200,10,A,1000,50,A,3.49,0.07,A,0,0,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,963.4736879,52.55340042,1,0,0,0
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.2,1200,10,A,1000,50,A,2.93,0.06,A,545,80,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.66,,NR,0.34,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,1286.611585,104.4824696,0.580423465,0.039745854,0.419576535,0.039745854
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.3,1200,10,A,1000,50,A,2.62,0.15,A,567,80,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.62,,NR,0.38,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,1223.956621,113.8318921,0.512796702,0.046010774,0.487203298,0.046010774
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.4,1200,10,A,1000,50,A,2.27,0.06,A,772,98,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.55,,NR,0.45,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,1331.42341,126.898895,0.374491393,0.033360291,0.625508607,0.033360291
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.5,1200,10,A,1000,50,A,1.46,0.13,A,727,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.28,,NR,0.72,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,1122.477826,132.8645982,0.208872816,0.038295615,0.791127184,0.038295615
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-2.1,1200,10,A,2000,50,A,5.28,0.06,A,0,0,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,21817.52109,19966.89356,1,0,0,0
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.2,1200,10,A,2000,50,A,4.91,0.1,A,604,92,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.78,,NR,0.22,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,2057.351924,127.2070234,0.789391556,0.027156271,0.210608444,0.027156271
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.3,1200,10,A,2000,50,A,3.22,0.08,A,1106,100,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.5,,NR,0.5,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,1894.809434,127.0616697,0.463929979,0.026126029,0.536070021,0.026126029
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.4,1200,10,A,2000,50,A,3.78,0.09,A,1003,90,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.6,,NR,0.4,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,1975.296924,121.3931425,0.5676634,0.025621622,0.4323366,0.025621622
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.5,1200,10,A,2000,50,A,1.87,0.07,A,1305,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.2,,NR,0.8,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,1793.594716,137.1432575,0.20368301,0.017215168,0.79631699,0.017215168
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.6,1200,10,A,2000,50,A,4.08,0.05,A,809,78,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.66,,NR,0.34,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,1911.506713,106.9226733,0.652941231,0.023389936,0.347058769,0.023389936
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.1,1200,10,A,3000,50,A,6.63,0.17,A,505,92,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.93,,NR,0.07,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,2818.191719,4424.995525,0.903302526,0.032017158,0.096697474,0.032017158
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.2,1200,10,A,3000,50,A,5.69,0.19,A,1309,85,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.71,,NR,0.29,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,2762.215594,240.278991,0.728127619,0.05458829,0.271872381,0.05458829
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.4,1200,10,A,3000,50,A,3.24,0.13,A,1703,98,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.4,,NR,0.6,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,2392.670661,142.77767,0.375939706,0.023732905,0.624060294,0.023732905
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.5,1200,10,A,3000,50,A,3.77,0.13,A,1525,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.51,,NR,0.49,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,2378.604866,134.8746699,0.474954871,0.025171653,0.525045129,0.025171653
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-4.1,1200,10,A,4000,50,A,7.64,0.19,A,0,0,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,5081.891543,9272.58665,1,0,0,0
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.2,1200,10,A,4000,50,A,5.91,0.18,A,2027,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.64,,NR,0.36,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,3171.941207,414.3117382,0.675837741,0.077558779,0.324162259,0.077558779
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.3,1200,10,A,4000,50,A,5.07,0.06,A,2350,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.53,,NR,0.47,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,3257.414529,165.9480293,0.539953439,0.018407247,0.460046561,0.018407247
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.4,1200,10,A,4000,50,A,3.08,0.13,A,2612,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.29,,NR,0.71,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,3048.614668,162.3002055,0.276978877,0.019816394,0.723021123,0.019816394
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.5,1200,10,A,4000,50,A,2.35,0.16,A,2760,109,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.19,,NR,0.81,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,3105.685892,176.8286906,0.179512708,0.020579784,0.820487292,0.020579784
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-5.1,1200,10,A,5000,50,A,9.1,0.11,A,0,0,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,3557.228826,162.8747782,1,0,0,0
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.2,1200,10,A,5000,50,A,7.27,0.16,A,3012,103,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.67,,NR,0.33,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,4086.879499,319.8634124,0.691093182,0.043920324,0.308906818,0.043920324
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.3,1200,10,A,5000,50,A,5.91,0.14,A,3330,105,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.54,,NR,0.46,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,3802.382327,545.0749349,0.577489418,0.088961298,0.422510582,0.088961298
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.4,1200,10,A,5000,50,A,4.58,0.13,A,3420,109,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.44,,NR,0.56,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,3765.759945,217.0536572,0.412223978,0.029892029,0.587776022,0.029892029
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.5,1200,10,A,5000,50,A,2.66,0.18,A,3565,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.2,,NR,0.8,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,IaconoMarziano,3696.346963,187.2085785,0.186317234,0.020498578,0.813682766,0.020498578
Schanofski et al. (2019),10.1007/s00410-019-1581-7,Phonolite,Vesuvius,Synthetic,FTIR,FTIR,IPHV,VES79_0.5_1,1250,15,A,500,50,A,0.09,0.07,A,280,30,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,,,,,,0.023,,NR,0.977,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,IaconoMarziano,83.4014782,10.60436499,0.061789464,0.061866065,0.938210536,0.061866065
Schanofski et al. (2019),10.1007/s00410-019-1581-7,Phonolite,Vesuvius,Synthetic,FTIR,ND,IPHV,VES79_0.5_6,1250,15,A,500,50,A,2.07,0.07,A,0,0,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,,,,,,0.994,,NR,0.006,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,IaconoMarziano,1222.091751,71.54897577,1,0,0,0
Schanofski et al. (2019),10.1007/s00410-019-1581-7,Phonolite,Vesuvius,Synthetic,FTIR,FTIR,IPHV,VES79_1_1,1250,15,A,1000,50,A,0.31,0.015,A,520,15,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,,,,,,0.026,,NR,0.974,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,IaconoMarziano,185.7598145,8.471181427,0.215191116,0.01726079,0.784808884,0.01726079
Schanofski et al. (2019),10.1007/s00410-019-1581-7,Phonolite,Vesuvius,Synthetic,FTIR,FTIR,IPHV,VES79_1_2,1250,15,A,1000,50,A,0.97,0.035,A,450,15,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,,,,,,0.204,,NR,0.796,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,IaconoMarziano,454.7428144,23.08436725,0.720424846,0.016738497,0.279575154,0.016738497
Schanofski et al. (2019),10.1007/s00410-019-1581-7,Phonolite,Vesuvius,Synthetic,FTIR,FTIR,IPHV,VES79_1_3,1250,15,A,1000,50,A,1.74,0.05,A,410,20,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,,,,,,0.414,,NR,0.586,,CALC,T,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,IaconoMarziano,1025.966653,47.68947328,0.889488662,0.007328065,0.110511338,0.007328065
Schanofski et al. (2019),10.1007/s00410-019-1581-7,Phonolite,Vesuvius,Synthetic,FTIR,FTIR,IPHV,VES79_1_4,1250,15,A,1000,50,A,2.26,0.045,A,350,35,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,,,,,,0.621,,NR,0.379,,CALC,T,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,IaconoMarziano,1511.751162,51.41787551,0.93824495,0.006345349,0.06175505,0.006345349
Schanofski et al. (2019),10.1007/s00410-019-1581-7,Phonolite,Vesuvius,Synthetic,FTIR,FTIR,IPHV,VES79_1_5,1250,15,A,1000,50,A,3.18,0.06,A,220,5,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,,,,,,0.911,,NR,0.089,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,IaconoMarziano,2525.064918,78.80525608,0.978676394,0.001000175,0.021323606,0.001000175
Schanofski et al. (2019),10.1007/s00410-019-1581-7,Phonolite,Vesuvius,Synthetic,FTIR,ND,IPHV,VES79_1_6,1250,15,A,1000,50,A,3.62,0.13,A,0,0,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,,,,,,0.981,,NR,0.019,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,IaconoMarziano,3027.28106,174.6125156,1,0,0,0
Schanofski et al. (2019),10.1007/s00410-019-1581-7,Phonolite,Vesuvius,Synthetic,FTIR,FTIR,IPHV,VES79_1.5_1,1250,15,A,1500,50,A,0.24,0.005,A,770,30,A,55.82,0.15,A,21.75,0.11,A,5.45,0.22,A,0.43,0.06,A,3.19,0.03,A,0.31,0.01,A,2.618450054,0.02699433,A,0.15,0.01,A,9.9,0.04,A,,,ND,,,,,,,,0.021,,NR,0.979,,CALC,F,99.61845005,56.03379692,15.40879224,square,black,N,N,N,N,IaconoMarziano,239.5403545,12.15186326,0.104096609,0.005803181,0.895903391,0.005803181
